label,text,extracted_symp
bronchial asthma,"I feel really fatigued and weak, and I have a bad cough. My fever is really high, and my breathing has become shallow. When I cough, a lot of saliva comes out as well.","fatigue, weakness, cough, fever, shortness_of_breath"
bronchial asthma,"I've been having issues with exhaustion, a dry cough, and breathing. I have a very high fever and have been coughing up a lot of thick, mucoid phlegm.","exhaustion, cough, breathing_difficulties, fever, phlegm"
bronchial asthma,"I have a persistent cough and have been feeling quite fatigued. My fever is through the roof, and I'm having trouble breathing. When I cough, I also cough up a lot of mucous.","cough, fatigue, fever, difficulty_breathing, mucous"
bronchial asthma,"My persistent cough, breathing problems, and exhaustion have been making things difficult for me. I've been producing copious amounts of thick, mucoid sputum while also having a high fever. I'm currently feeling fairly ill because everything has been so tiring and exhausting.","cough, breathing_problems, exhaustion, fever, sputum"
bronchial asthma,"I've got a cough that won't go away, and I'm exhausted. I've been coughing up thick mucous and my fever is also pretty high.","cough, fever, mucous"
bronchial asthma,"I've been dealing with a bad cough, breathing issues, and drowsiness. I've been coughing up a lot of thick, mucoid sputum and have a high fever. All of this has been really exhausting and exhausting, and right now I'm feeling rather ill.","cough, breathing_issues, drowsiness, fever, mucus, high_fever"
bronchial asthma,"With my persistent cough, respiratory issues, and exhaustion, I've been struggling. I have a high fever and have been producing a lot of thick, mucoid sputum while coughing. I currently feel rather sick as a result of how draining and tiresome everything has been.","cough, fever, respiratory_issues, exhaustion, thick_sputum"
bronchial asthma,"Mom, Dad, I've been feeling really tired and weak lately, and I've had this cough that just won't go away. It's been hard for me to catch my breath, and my fever has been really high. When I cough, I've been producing a lot of mucus.","fatigue, weakness, cough, difficulty_catching_breath, fever, mucus"
bronchial asthma,"I've been having a tough time with this constant cough, difficulty breathing, and fatigue. My fever is high, and I've been coughing up a lot of thick, mucoid sputum. It's all been rather draining and exhausting, and I'm feeling quite sick at the moment.","cough, difficulty_breathing, fatigue, fever, mucus_production"
bronchial asthma,"I've had a nagging cough that won't go away, and my breathing has become labored. My fever is also very high, and I'm feeling very weak and tired. I've been producing a lot of mucus when I cough","cough, fever, labored_breathing, mucus_production"
bronchial asthma,"I've been experiencing a high fever, a persistent cough, and shortness of breath. I've also been producing a lot of thick, mucoid sputum, and I'm feeling very tired and weak.","fever, cough, shortness_of_breath, fatigue, weakness, mucus"
bronchial asthma,"I've had this cough that's been lingering for days and difficulty breathing. My fever is sky-high, and I'm feeling so weak and tired. I've also been producing a lot of mucus when I cough, and it's just been so overwhelming to deal with all of these symptoms. I'm getting so frustrated with all of this.","cough, difficulty_breathing, fever, mucus_production, weakness, fatigue"
bronchial asthma,"I've had a persistent cough for days, and I also have breathing problems. I'm so weak and exhausted, and my fever is through the roof. It's been very difficult to manage all of these symptoms, and I've also been coughing up a lot of mucus. I'm becoming so angry over everything.","cough, breathing_problems, fever, mucus, weakness"
bronchial asthma,"I've been struggling with difficulty breathing, a constant cough, and fatigue. My fever is extremely high, and I've been coughing up a lot of thick, mucoid sputum. It's been so hard to deal with all of this, and I'm just feeling so drained and worn out","breathing_difficulty, cough, fatigue, fever, sputum"
bronchial asthma,"I've been having breathing issues, a persistent cough, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a very high fever. I'm just feeling so exhausted and tired from having to cope with all of this.","breathing_issues, cough, exhaustion, fever, mucus, sputum"
bronchial asthma,"I've been feeling really ill lately. I've had this persistent cough and difficulty breathing, and my fever has been off the charts. I'm also feeling extremely exhausted, and I've been producing a lot of mucus when I cough. It's just been so overwhelming to deal with all of these symptoms","cough, difficulty_breathing, fever, exhaustion, mucus"
bronchial asthma,"Recently, I've been feeling terrible. My fever has been through the roof, and I've had a persistent cough and breathing problems. I've been coughing up a lot of phlegm and am also feeling quite weary. Dealing with all of these symptoms has been quite difficult.","fever, cough, breathing_problems, phlegm, fatigue"
bronchial asthma,"I've had a fever, a cough that won't go away, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I feel quite worn out and weak.","fever, cough, shortness_of_breath, mucus_cough, weakness"
bronchial asthma,"Hey, I've had a dry cough, breathing difficulties, as well as a high fever. a lot of mucous is being produced, and I feel incredibly weak and tired.""","cough, difficulty_breathing, fever, mucus_production, weakness, fatigue"
bronchial asthma,"Recently, I have had a number of concerning symptoms, including a dry cough, impaired breathing, a high fever, and a lot of mucus. I also feel very weak and tired.","cough, breathing_difficulty, fever, mucus, weakness, fatigue"
bronchial asthma,"its been a week , i am suffering from continious health issues like dry cough  , problems in breathing , weakness throughout the day.","cough, breathing_problems, weakness"
bronchial asthma,"Doctor Due to a high fever, I haven't been able to breathe via my nose or mouth for a few days and feeling too tired.sometimes mucus has been seen too.Please recommend some medications for me.","fever, difficulty_breathing, fatigue, mucus"
bronchial asthma,"I'm feeling really tired and weak lately, and I've had this cough that just won't go away. My breathing has become shallow, and my fever has been really high. When I cough, I've been producing a lot of thick, mucoid sputum","fatigue, weakness, cough, fever, shallow_breathing, thick_sputum"
bronchial asthma," I'm so weak and exhausted, and my fever is through the roof. It's been very difficult to manage all of these symptoms, and I've also been coughing up a lot of mucus. I'm becoming so angry over everything.","fever, weakness, exhaustion, coughing, mucus"
bronchial asthma," must confess that I've been experiencing shortness of breath, a persistent cough, and a high fever. I've also been producing a lot of thick, mucoid sputum, and I'm feeling quite drained and exhausted. It's all been rather tough to deal with, and I'm feeling quite sick at the moment","shortness_of_breath, cough, fever, mucus_production, exhaustion"
bronchial asthma,"I must admit that I have been having a high fever, a persistent cough, and shortness of breath. In addition, I've been coughing up a lot of thick, mucoid saliva and I've been feeling really depleted and worn out.","fever, cough, shortness_of_breath, thick_mucoid_saliva, depleted, worn_out"
bronchial asthma,"I've been struggling with a persistent cough, breathing issues, and exhaustion. I've been coughing up a lot of thick, mucoid sputum and have a high fever. All of this has been really tiring and exhausting, and right now I'm feeling rather ill.","cough, breathing_issues, exhaustion, fever, sputum"
bronchial asthma,"I've been struggling with fatigue and a constant cough that's been making it difficult to breathe. My fever is high, and I've been coughing up a lot of thick, mucoid sputum.","fatigue, cough, difficulty_breathing, fever, sputum"
